STUSPS	GEOID	ANSICODE	NAME	ALAND	AWATER	ALAND_SQMI	AWATER_SQMI	INTPTLAT	INTPTLONG
WA	5360860	02412595	St. John town	1621742	0	0.626	0.000	47.091132	-117.588495
WA	5361000	02409239	Salmon Creek CDP	16437956	0	6.347	0.000	45.709917	-122.663205
WA	5361115	02411772	Sammamish city	47196749	639073	18.223	0.247	47.604286	-122.038306
WA	5361235	02585033	Santiago CDP	4060241	487	1.568	0.000	47.298910	-124.231458
WA	5361350	02409287	Satsop CDP	18180667	7822	7.020	0.003	47.022852	-123.482965
WA	5362120	02585034	Seabeck CDP	8603729	2405677	3.322	0.929	47.642288	-122.823166
WA	5362288	02411855	SeaTac city	25977264	453911	10.030	0.175	47.443330	-122.298767
WA	5363000	02411856	Seattle city	217410345	152055857	83.943	58.709	47.620499	-122.350876
WA	5363210	02411859	Sedro-Woolley city	9866243	0	3.809	0.000	48.509184	-122.234666
WA	5363245	02586747	Sekiu CDP	331483	0	0.128	0.000	48.264054	-124.301458
WA	5363280	02411862	Selah city	11494192	207589	4.438	0.080	46.647287	-120.538879
WA	5363385	02411868	Sequim city	16353867	144767	6.314	0.056	48.075007	-123.095662
WA	5363545	02585035	Shadow Lake CDP	13437391	369291	5.188	0.143	47.401561	-122.069418
WA	5363735	02411882	Shelton city	14905852	862171	5.755	0.333	47.218321	-123.113301
WA	5363960	02411893	Shoreline city	30235518	64672	11.674	0.025	47.756904	-122.342414
WA	5364190	02408738	Silvana CDP	3916247	0	1.512	0.000	48.201779	-122.246092
WA	5364365	02408740	Silverdale CDP	32712076	2498541	12.630	0.965	47.666962	-122.681997
WA	5364380	02585036	Silver Firs CDP	17738046	0	6.849	0.000	47.863492	-122.149705
WA	5364610	02585037	Sisco Heights CDP	32574205	0	12.577	0.000	48.118980	-122.107650
WA	5364755	02585038	Skamokawa Valley CDP	73018326	561556	28.193	0.217	46.315247	-123.401288
WA	5364775	02408744	Skokomish CDP	17355075	570419	6.701	0.220	47.328343	-123.158800
WA	5364855	02413295	Skykomish town	806371	57073	0.311	0.022	47.710110	-121.359581
WA	5365170	02411913	Snohomish city	8898308	402734	3.436	0.155	47.928870	-122.092681
WA	5365205	02411915	Snoqualmie city	16586481	289724	6.404	0.112	47.542960	-121.868800
WA	5365275	02408752	Snoqualmie Pass CDP	7575214	0	2.925	0.000	47.401470	-121.411027
WA	5365345	02411918	Soap Lake city	3228174	0	1.246	0.000	47.388503	-119.491149
WA	5365625	02411933	South Bend city	4207588	979129	1.625	0.378	46.669889	-123.801847
